unit_id,period,has_accessible_station,treatment_year,disability_rate,senior_rate,poverty_rate,total_population,accessible_station_count,nearest_accessible_distance_m,need_score
36005001904,2023,False,,0.0000,0.0000,0.0000,0,0,1475.5,0.0000
36005002001,2017,False,,0.1307,0.1412,0.2146,4300,0,1854.3,0.1622
36005002001,2018,False,,0.1307,0.1412,0.2146,4300,0,1854.3,0.1622
36005002001,2019,False,,0.1307,0.1412,0.2146,4300,0,1854.3,0.1622
36005002001,2020,False,,0.1307,0.1412,0.2146,4300,0,1854.3,0.1622
36005002001,2021,False,,0.1307,0.1412,0.2146,4300,0,1854.3,0.1622
36005002001,2022,False,,0.1307,0.1412,0.2146,4300,0,1854.3,0.1622
36005002001,2023,False,,0.1307,0.1412,0.2146,4300,0,1854.3,0.1622
36005002002,2017,False,,0.1143,0.3264,0.1632,3689,0,1759.8,0.2013
36005002002,2018,False,,0.1143,0.3264,0.1632,3689,0,1759.8,0.2013
36005002002,2019,False,,0.1143,0.3264,0.1632,3689,0,1759.8,0.2013
36005002002,2020,False,,0.1143,0.3264,0.1632,3689,0,1759.8,0.2013
36005002002,2021,False,,0.1143,0.3264,0.1632,3689,0,1759.8,0.2013
36005002002,2022,False,,0.1143,0.3264,0.1632,3689,0,1759.8,0.2013
36005002002,2023,False,,0.1143,0.3264,0.1632,3689,0,1759.8,0.2013
36005002300,2017,False,,0.1329,0.1321,0.2177,4527,0,1036.1,0.1609
36005002300,2018,False,,0.1329,0.1321,0.2177,4527,0,1036.1,0.1609
36005002300,2019,False,,0.1329,0.1321,0.2177,4527,0,1036.1,0.1609
36005002300,2020,False,,0.1329,0.1321,0.2177,4527,0,1036.1,0.1609
36005002300,2021,False,,0.1329,0.1321,0.2177,4527,0,1036.1,0.1609
36005002300,2022,False,,0.1329,0.1321,0.2177,4527,0,1036.1,0.1609
36005002300,2023,False,,0.1329,0.1321,0.2177,4527,0,1036.1,0.1609
36005002400,2017,False,,0.0000,0.0000,0.0000,0,0,2062.9,0.0000
36005002400,2018,False,,0.0000,0.0000,0.0000,0,0,2062.9,0.0000
36005002400,2019,False,,0.0000,0.0000,0.0000,0,0,2022.4,0.0000
36005002400,2020,False,,0.0000,0.0000,0.0000,0,0,2022.4,0.0000
36005002400,2021,False,,0.0000,0.0000,0.0000,0,0,2022.4,0.0000
36005002400,2022,False,,0.0000,0.0000,0.0000,0,0,1699.6,0.0000
36005002400,2023,False,,0.0000,0.0000,0.0000,0,0,1699.6,0.0000
36005002500,2017,False,,0.1054,0.0905,0.2512,5460,0,1046.2,0.1490
36005002500,2018,False,,0.1054,0.0905,0.2512,5460,0,1046.2,0.1490
36005002500,2019,False,,0.1054,0.0905,0.2512,5460,0,1046.2,0.1490
36005002500,2020,False,,0.1054,0.0905,0.2512,5460,0,1046.2,0.1490
36005002500,2021,False,,0.1054,0.0905,0.2512,5460,0,1046.2,0.1490
36005002500,2022,False,,0.1054,0.0905,0.2512,5460,0,1046.2,0.1490
36005002500,2023,False,,0.1054,0.0905,0.2512,5460,0,1046.2,0.1490
36005002701,2017,False,,0.0640,0.1721,0.1604,2830,0,1232.5,0.1322
36005002701,2018,False,,0.0640,0.1721,0.1604,2830,0,1232.5,0.1322
36005002701,2019,False,,0.0640,0.1721,0.1604,2830,0,1232.5,0.1322
36005002701,2020,False,,0.0640,0.1721,0.1604,2830,0,1232.5,0.1322
36005002701,2021,False,,0.0640,0.1721,0.1604,2830,0,1232.5,0.1322
36005002701,2022,False,,0.0640,0.1721,0.1604,2830,0,1232.5,0.1322
36005002701,2023,False,,0.0640,0.1721,0.1604,2830,0,1232.5,0.1322
36005002702,2017,False,,0.0897,0.0753,0.2458,5156,0,1125.3,0.1369
36005002702,2018,False,,0.0897,0.0753,0.2458,5156,0,1125.3,0.1369
36005002702,2019,False,,0.0897,0.0753,0.2458,5156,0,1030.1,0.1369
36005002702,2020,False,,0.0897,0.0753,0.2458,5156,0,1030.1,0.1369
36005002702,2021,False,,0.0897,0.0753,0.2458,5156,0,1030.1,0.1369
36005002702,2022,False,,0.0897,0.0753,0.2458,5156,0,1030.1,0.1369
36005002702,2023,False,,0.0897,0.0753,0.2458,5156,0,1030.1,0.1369
36005002800,2017,False,,0.1502,0.1661,0.0275,5420,0,1952.3,0.1146
36005002800,2018,False,,0.1502,0.1661,0.0275,5420,0,1952.3,0.1146
36005002800,2019,False,,0.1502,0.1661,0.0275,5420,0,1279.9,0.1146
36005002800,2020,False,,0.1502,0.1661,0.0275,5420,0,1279.9,0.1146
36005002800,2021,False,,0.1502,0.1661,0.0275,5420,0,1279.9,0.1146
36005002800,2022,False,,0.1502,0.1661,0.0275,5420,0,1041.0,0.1146
36005002800,2023,False,,0.1502,0.1661,0.0275,5420,0,1041.0,0.1146
36005003100,2017,False,,0.0333,0.0666,0.0543,2641,0,1228.4,0.0514
36005003100,2018,False,,0.0333,0.0666,0.0543,2641,0,1228.4,0.0514
36005003100,2019,True,2019,0.0333,0.0666,0.0543,2641,1,282.7,0.0514
36005003100,2020,True,2019,0.0333,0.0666,0.0543,2641,1,282.7,0.0514
36005003100,2021,True,2019,0.0333,0.0666,0.0543,2641,1,282.7,0.0514
36005003100,2022,True,2019,0.0333,0.0666,0.0543,2641,1,282.7,0.0514
36005003100,2023,True,2019,0.0333,0.0666,0.0543,2641,1,282.7,0.0514
36005003300,2017,False,,0.0487,0.1280,0.1333,3407,0,1002.7,0.1033
36005003300,2018,False,,0.0487,0.1280,0.1333,3407,0,1002.7,0.1033
36005003300,2019,True,2019,0.0487,0.1280,0.1333,3407,1,788.4,0.1033
36005003300,2020,True,2019,0.0487,0.1280,0.1333,3407,1,788.4,0.1033
36005003300,2021,True,2019,0.0487,0.1280,0.1333,3407,1,788.4,0.1033
36005003300,2022,True,2019,0.0487,0.1280,0.1333,3407,1,788.4,0.1033
36005003300,2023,True,2019,0.0487,0.1280,0.1333,3407,1,788.4,0.1033
36005003500,2017,False,,0.0978,0.1063,0.0949,3529,0,954.7,0.0997
36005003500,2018,False,,0.0978,0.1063,0.0949,3529,0,954.7,0.0997
36005003500,2019,True,2019,0.0978,0.1063,0.0949,3529,1,405.8,0.0997
36005003500,2020,True,2019,0.0978,0.1063,0.0949,3529,1,405.8,0.0997
36005003500,2021,True,2019,0.0978,0.1063,0.0949,3529,1,405.8,0.0997
36005003500,2022,True,2019,0.0978,0.1063,0.0949,3529,1,405.8,0.0997
36005003500,2023,True,2019,0.0978,0.1063,0.0949,3529,1,405.8,0.0997
36005003700,2017,True,2017,0.0068,0.0877,0.0128,285,1,698.8,0.0358
36005003700,2018,True,2017,0.0068,0.0877,0.0128,285,1,698.8,0.0358
36005003700,2019,True,2017,0.0068,0.0877,0.0128,285,2,683.6,0.0358
36005003700,2020,True,2017,0.0068,0.0877,0.0128,285,2,683.6,0.0358
36005003700,2021,True,2017,0.0068,0.0877,0.0128,285,2,683.6,0.0358
36005003700,2022,True,2017,0.0068,0.0877,0.0128,285,2,683.6,0.0358
36005003700,2023,True,2017,0.0068,0.0877,0.0128,285,2,683.6,0.0358
36005003800,2017,False,,0.0222,0.1638,0.0558,1215,0,1453.6,0.0806
36005003800,2018,False,,0.0222,0.1638,0.0558,1215,0,1453.6,0.0806
36005003800,2019,False,,0.0222,0.1638,0.0558,1215,0,1453.6,0.0806
36005003800,2020,False,,0.0222,0.1638,0.0558,1215,0,1453.6,0.0806
36005003800,2021,False,,0.0222,0.1638,0.0558,1215,0,1453.6,0.0806
36005003800,2022,False,,0.0222,0.1638,0.0558,1215,0,1453.6,0.0806
36005003800,2023,False,,0.0222,0.1638,0.0558,1215,0,1453.6,0.0806
36005003900,2017,True,2017,0.1308,0.1273,0.2360,6346,1,774.6,0.1647
36005003900,2018,True,2017,0.1308,0.1273,0.2360,6346,1,774.6,0.1647
36005003900,2019,True,2017,0.1308,0.1273,0.2360,6346,1,774.6,0.1647
36005003900,2020,True,2017,0.1308,0.1273,0.2360,6346,1,774.6,0.1647
36005003900,2021,True,2017,0.1308,0.1273,0.2360,6346,1,774.6,0.1647
36005003900,2022,True,2017,0.1308,0.1273,0.2360,6346,1,774.6,0.1647
36005003900,2023,True,2017,0.1308,0.1273,0.2360,6346,1,774.6,0.1647
36005004001,2017,True,2017,0.0163,0.2344,0.0107,1378,1,589.1,0.0871
36005004001,2018,True,2017,0.0163,0.2344,0.0107,1378,1,589.1,0.0871
36005004001,2019,True,2017,0.0163,0.2344,0.0107,1378,1,589.1,0.0871
36005004001,2020,True,2017,0.0163,0.2344,0.0107,1378,1,589.1,0.0871
36005004001,2021,True,2017,0.0163,0.2344,0.0107,1378,1,589.1,0.0871
36005004001,2022,True,2017,0.0163,0.2344,0.0107,1378,1,589.1,0.0871
36005004001,2023,True,2017,0.0163,0.2344,0.0107,1378,1,589.1,0.0871
36005004100,2017,True,2017,0.1597,0.0971,0.2687,6272,1,544.0,0.1752
36005004100,2018,True,2017,0.1597,0.0971,0.2687,6272,1,544.0,0.1752
36005004100,2019,True,2017,0.1597,0.0971,0.2687,6272,1,544.0,0.1752
36005004100,2020,True,2017,0.1597,0.0971,0.2687,6272,1,544.0,0.1752
36005004100,2021,True,2017,0.1597,0.0971,0.2687,6272,1,544.0,0.1752
36005004100,2022,True,2017,0.1597,0.0971,0.2687,6272,1,544.0,0.1752
36005004100,2023,True,2017,0.1597,0.0971,0.2687,6272,1,544.0,0.1752
36005004200,2017,False,,0.1024,0.1236,0.1584,7976,0,1039.2,0.1281
36005004200,2018,False,,0.1024,0.1236,0.1584,7976,0,1039.2,0.1281
36005004200,2019,False,,0.1024,0.1236,0.1584,7976,0,1039.2,0.1281
36005004200,2020,False,,0.1024,0.1236,0.1584,7976,0,1039.2,0.1281
36005004200,2021,False,,0.1024,0.1236,0.1584,7976,0,1039.2,0.1281
36005004200,2022,False,,0.1024,0.1236,0.1584,7976,0,1039.2,0.1281
36005004200,2023,False,,0.1024,0.1236,0.1584,7976,0,1039.2,0.1281
36005004300,2017,True,2017,0.1470,0.1289,0.2055,5041,1,283.5,0.1605
36005004300,2018,True,2017,0.1470,0.1289,0.2055,5041,1,283.5,0.1605
36005004300,2019,True,2017,0.1470,0.1289,0.2055,5041,1,283.5,0.1605
36005004300,2020,True,2017,0.1470,0.1289,0.2055,5041,1,283.5,0.1605
36005004300,2021,True,2017,0.1470,0.1289,0.2055,5041,1,283.5,0.1605
36005004300,2022,True,2017,0.1470,0.1289,0.2055,5041,1,283.5,0.1605
36005004300,2023,True,2017,0.1470,0.1289,0.2055,5041,1,283.5,0.1605
36005004400,2017,False,,0.0584,0.1462,0.1861,4323,0,883.9,0.1302
36005004400,2018,False,,0.0584,0.1462,0.1861,4323,0,883.9,0.1302
36005004400,2019,False,,0.0584,0.1462,0.1861,4323,0,883.9,0.1302
36005004400,2020,False,,0.0584,0.1462,0.1861,4323,0,883.9,0.1302
36005004400,2021,False,,0.0584,0.1462,0.1861,4323,0,883.9,0.1302
36005004400,2022,False,,0.0584,0.1462,0.1861,4323,0,883.9,0.1302
36005004400,2023,False,,0.0584,0.1462,0.1861,4323,0,883.9,0.1302
36005004600,2017,False,,0.0487,0.1149,0.0949,1784,0,1393.4,0.0862
36005004600,2018,False,,0.0487,0.1149,0.0949,1784,0,1393.4,0.0862
36005004600,2019,False,,0.0487,0.1149,0.0949,1784,0,1393.4,0.0862
36005004600,2020,False,,0.0487,0.1149,0.0949,1784,0,1393.4,0.0862
36005004600,2021,False,,0.0487,0.1149,0.0949,1784,0,1393.4,0.0862
36005004600,2022,False,,0.0487,0.1149,0.0949,1784,0,1393.4,0.0862
36005004600,2023,False,,0.0487,0.1149,0.0949,1784,0,1393.4,0.0862
36005004800,2017,False,,0.0562,0.0942,0.1184,4139,0,1330.0,0.0896
36005004800,2018,False,,0.0562,0.0942,0.1184,4139,0,1330.0,0.0896
36005004800,2019,False,,0.0562,0.0942,0.1184,4139,0,1330.0,0.0896
36005004800,2020,False,,0.0562,0.0942,0.1184,4139,0,1330.0,0.0896
36005004800,2021,False,,0.0562,0.0942,0.1184,4139,0,1330.0,0.0896
36005004800,2022,False,,0.0562,0.0942,0.1184,4139,0,1330.0,0.0896
36005004800,2023,False,,0.0562,0.0942,0.1184,4139,0,1330.0,0.0896
36005005001,2017,False,,0.0501,0.0864,0.2356,4597,0,1700.6,0.1240
36005005001,2018,False,,0.0501,0.0864,0.2356,4597,0,1700.6,0.1240
36005005001,2019,False,,0.0501,0.0864,0.2356,4597,0,1284.0,0.1240
36005005001,2020,False,,0.0501,0.0864,0.2356,4597,0,1284.0,0.1240
36005005001,2021,False,,0.0501,0.0864,0.2356,4597,0,1284.0,0.1240
36005005001,2022,False,,0.0501,0.0864,0.2356,4597,0,1159.3,0.1240
36005005001,2023,False,,0.0501,0.0864,0.2356,4597,0,1159.3,0.1240
36005005002,2017,False,,0.0424,0.0731,0.2399,6338,0,1619.4,0.1185
36005005002,2018,False,,0.0424,0.0731,0.2399,6338,0,1619.4,0.1185
36005005002,2019,False,,0.0424,0.0731,0.2399,6338,0,1284.1,0.1185
36005005002,2020,False,,0.0424,0.0731,0.2399,6338,0,1284.1,0.1185
36005005002,2021,False,,0.0424,0.0731,0.2399,6338,0,1284.1,0.1185
36005005002,2022,False,,0.0424,0.0731,0.2399,6338,0,1244.1,0.1185
36005005002,2023,False,,0.0424,0.0731,0.2399,6338,0,1244.1,0.1185
36005005100,2017,False,,0.2094,0.1876,0.2640,6795,0,888.7,0.2203
36005005100,2018,False,,0.2094,0.1876,0.2640,6795,0,888.7,0.2203
36005005100,2019,False,,0.2094,0.1876,0.2640,6795,0,888.7,0.2203
36005005100,2020,False,,0.2094,0.1876,0.2640,6795,0,888.7,0.2203
36005005100,2021,False,,0.2094,0.1876,0.2640,6795,0,888.7,0.2203
36005005100,2022,False,,0.2094,0.1876,0.2640,6795,0,888.7,0.2203
36005005100,2023,False,,0.2094,0.1876,0.2640,6795,0,888.7,0.2203
36005005200,2017,False,,0.0276,0.1349,0.0725,1787,0,2009.1,0.0783
36005005200,2018,False,,0.0276,0.1349,0.0725,1787,0,2009.1,0.0783
36005005200,2019,False,,0.0276,0.1349,0.0725,1787,0,907.3,0.0783
36005005200,2020,False,,0.0276,0.1349,0.0725,1787,0,907.3,0.0783
36005005200,2021,False,,0.0276,0.1349,0.0725,1787,0,907.3,0.0783
36005005200,2022,False,,0.0276,0.1349,0.0725,1787,0,855.2,0.0783
36005005200,2023,False,,0.0276,0.1349,0.0725,1787,0,855.2,0.0783
36005005300,2017,False,,0.0895,0.0838,0.2243,4596,0,973.6,0.1325
36005005300,2018,False,,0.0895,0.0838,0.2243,4596,0,973.6,0.1325
36005005300,2019,False,,0.0895,0.0838,0.2243,4596,0,973.6,0.1325
36005005300,2020,False,,0.0895,0.0838,0.2243,4596,0,973.6,0.1325
36005005300,2021,False,,0.0895,0.0838,0.2243,4596,0,973.6,0.1325
36005005300,2022,False,,0.0895,0.0838,0.2243,4596,0,973.6,0.1325
36005005300,2023,False,,0.0895,0.0838,0.2243,4596,0,973.6,0.1325
36005005400,2017,False,,0.0585,0.1135,0.1325,5306,0,1634.5,0.1015
36005005400,2018,False,,0.0585,0.1135,0.1325,5306,0,1634.5,0.1015
36005005400,2019,False,,0.0585,0.1135,0.1325,5306,0,1295.1,0.1015
36005005400,2020,False,,0.0585,0.1135,0.1325,5306,0,1295.1,0.1015
36005005400,2021,False,,0.0585,0.1135,0.1325,5306,0,1295.1,0.1015
36005005400,2022,False,,0.0585,0.1135,0.1325,5306,0,1295.1,0.1015
36005005400,2023,False,,0.0585,0.1135,0.1325,5306,0,1295.1,0.1015
36005005600,2017,False,,0.0309,0.1608,0.0950,2531,0,1543.6,0.0956
36005005600,2018,False,,0.0309,0.1608,0.0950,2531,0,1543.6,0.0956
36005005600,2019,False,,0.0309,0.1608,0.0950,2531,0,1508.2,0.0956
36005005600,2020,False,,0.0309,0.1608,0.0950,2531,0,1508.2,0.0956
36005005600,2021,False,,0.0309,0.1608,0.0950,2531,0,1508.2,0.0956
36005005600,2022,False,,0.0309,0.1608,0.0950,2531,0,1508.2,0.0956
36005005600,2023,False,,0.0309,0.1608,0.0950,2531,0,1135.7,0.0956
36005005902,2017,False,,0.0570,0.1606,0.1122,3044,0,1007.3,0.1099
36005005902,2018,False,,0.0570,0.1606,0.1122,3044,0,1007.3,0.1099
36005005902,2019,False,,0.0570,0.1606,0.1122,3044,0,1007.3,0.1099
36005005902,2020,True,2020,0.0570,0.1606,0.1122,3044,1,479.3,0.1099
36005005902,2021,True,2020,0.0570,0.1606,0.1122,3044,1,479.3,0.1099
36005005902,2022,True,2020,0.0570,0.1606,0.1122,3044,2,464.1,0.1099
36005005902,2023,True,2020,0.0570,0.1606,0.1122,3044,2,464.1,0.1099
36005006000,2017,False,,0.0118,0.1426,0.0302,1220,0,1508.7,0.0615
36005006000,2018,False,,0.0118,0.1426,0.0302,1220,0,1508.7,0.0615
36005006000,2019,False,,0.0118,0.1426,0.0302,1220,0,1508.7,0.0615
36005006000,2020,False,,0.0118,0.1426,0.0302,1220,0,1508.7,0.0615
36005006000,2021,False,,0.0118,0.1426,0.0302,1220,0,1508.7,0.0615
36005006000,2022,False,,0.0118,0.1426,0.0302,1220,0,1508.7,0.0615
36005006000,2023,True,2023,0.0118,0.1426,0.0302,1220,1,594.9,0.0615
36005006100,2017,True,2017,0.0838,0.2227,0.0362,3835,1,798.2,0.1142
36005006100,2018,True,2017,0.0838,0.2227,0.0362,3835,1,798.2,0.1142
36005006100,2019,True,2017,0.0838,0.2227,0.0362,3835,1,798.2,0.1142
36005006100,2020,True,2017,0.0838,0.2227,0.0362,3835,2,691.9,0.1142
36005006100,2021,True,2017,0.0838,0.2227,0.0362,3835,2,691.9,0.1142
36005006100,2022,True,2017,0.0838,0.2227,0.0362,3835,3,677.0,0.1142
36005006100,2023,True,2017,0.0838,0.2227,0.0362,3835,3,677.0,0.1142
36005006200,2017,False,,0.0954,0.1623,0.2358,6206,0,1236.6,0.1645
36005006200,2018,False,,0.0954,0.1623,0.2358,6206,0,1236.6,0.1645
36005006200,2019,False,,0.0954,0.1623,0.2358,6206,0,1236.6,0.1645
36005006200,2020,False,,0.0954,0.1623,0.2358,6206,0,1236.6,0.1645
36005006200,2021,False,,0.0954,0.1623,0.2358,6206,0,1236.6,0.1645
36005006200,2022,False,,0.0954,0.1623,0.2358,6206,0,1236.6,0.1645
36005006200,2023,False,,0.0954,0.1623,0.2358,6206,0,972.2,0.1645
36005006301,2017,False,,0.0959,0.0926,0.1868,6244,0,1143.8,0.1251
36005006301,2018,False,,0.0959,0.0926,0.1868,6244,0,1143.8,0.1251
36005006301,2019,False,,0.0959,0.0926,0.1868,6244,0,1143.8,0.1251
36005006301,2020,True,2020,0.0959,0.0926,0.1868,6244,1,740.3,0.1251
36005006301,2021,True,2020,0.0959,0.0926,0.1868,6244,1,740.3,0.1251
36005006301,2022,True,2020,0.0959,0.0926,0.1868,6244,2,736.9,0.1251
36005006301,2023,True,2020,0.0959,0.0926,0.1868,6244,2,736.9,0.1251
36005006302,2017,False,,0.0000,0.0000,0.0000,0,0,1705.2,0.0000
36005006302,2018,False,,0.0000,0.0000,0.0000,0,0,1705.2,0.0000
36005006302,2019,False,,0.0000,0.0000,0.0000,0,0,1628.8,0.0000
36005006302,2020,True,2020,0.0000,0.0000,0.0000,0,1,226.1,0.0000
36005006302,2021,True,2020,0.0000,0.0000,0.0000,0,1,226.1,0.0000
36005006302,2022,True,2020,0.0000,0.0000,0.0000,0,2,226.1,0.0000
36005006302,2023,True,2020,0.0000,0.0000,0.0000,0,2,226.1,0.0000
36005006400,2017,False,,0.0472,0.1258,0.1292,3847,0,957.9,0.1007
36005006400,2018,False,,0.0472,0.1258,0.1292,3847,0,957.9,0.1007
36005006400,2019,False,,0.0472,0.1258,0.1292,3847,0,957.9,0.1007
36005006400,2020,False,,0.0472,0.1258,0.1292,3847,0,957.9,0.1007
36005006400,2021,False,,0.0472,0.1258,0.1292,3847,0,957.9,0.1007
36005006400,2022,False,,0.0472,0.1258,0.1292,3847,0,957.9,0.1007
36005006400,2023,False,,0.0472,0.1258,0.1292,3847,0,957.9,0.1007
36005006500,2017,True,2017,0.0734,0.0836,0.2720,5182,1,358.4,0.1430
36005006500,2018,True,2017,0.0734,0.0836,0.2720,5182,1,358.4,0.1430
36005006500,2019,True,2017,0.0734,0.0836,0.2720,5182,1,358.4,0.1430
36005006500,2020,True,2017,0.0734,0.0836,0.2720,5182,1,358.4,0.1430
36005006500,2021,True,2017,0.0734,0.0836,0.2720,5182,1,358.4,0.1430
36005006500,2022,True,2017,0.0734,0.0836,0.2720,5182,1,358.4,0.1430
36005006500,2023,True,2017,0.0734,0.0836,0.2720,5182,1,358.4,0.1430
36005006700,2017,True,2017,0.1967,0.1762,0.3122,5892,1,378.2,0.2284
36005006700,2018,True,2017,0.1967,0.1762,0.3122,5892,1,378.2,0.2284
36005006700,2019,True,2017,0.1967,0.1762,0.3122,5892,1,378.2,0.2284
36005006700,2020,True,2017,0.1967,0.1762,0.3122,5892,1,378.2,0.2284
36005006700,2021,True,2017,0.1967,0.1762,0.3122,5892,1,378.2,0.2284
36005006700,2022,True,2017,0.1967,0.1762,0.3122,5892,1,378.2,0.2284
36005006700,2023,True,2017,0.1967,0.1762,0.3122,5892,1,378.2,0.2284
36005006800,2017,False,,0.0287,0.2037,0.0740,2621,0,942.6,0.1021
36005006800,2018,False,,0.0287,0.2037,0.0740,2621,0,942.6,0.1021
36005006800,2019,False,,0.0287,0.2037,0.0740,2621,0,942.6,0.1021
36005006800,2020,False,,0.0287,0.2037,0.0740,2621,0,942.6,0.1021
36005006800,2021,False,,0.0287,0.2037,0.0740,2621,0,942.6,0.1021
36005006800,2022,False,,0.0287,0.2037,0.0740,2621,0,942.6,0.1021
36005006800,2023,False,,0.0287,0.2037,0.0740,2621,0,942.6,0.1021
36005006900,2017,True,2017,0.1193,0.1283,0.2108,6524,1,661.6,0.1528
36005006900,2018,True,2017,0.1193,0.1283,0.2108,6524,1,661.6,0.1528
36005006900,2019,True,2017,0.1193,0.1283,0.2108,6524,1,661.6,0.1528
36005006900,2020,True,2017,0.1193,0.1283,0.2108,6524,1,661.6,0.1528
36005006900,2021,True,2017,0.1193,0.1283,0.2108,6524,1,661.6,0.1528
36005006900,2022,True,2017,0.1193,0.1283,0.2108,6524,1,661.6,0.1528
36005006900,2023,True,2017,0.1193,0.1283,0.2108,6524,1,661.6,0.1528
36005007000,2017,True,2017,0.0499,0.1578,0.1558,4201,1,554.2,0.1212
36005007000,2018,True,2017,0.0499,0.1578,0.1558,4201,1,554.2,0.1212
36005007000,2019,True,2017,0.0499,0.1578,0.1558,4201,1,554.2,0.1212
36005007000,2020,True,2017,0.0499,0.1578,0.1558,4201,1,554.2,0.1212
36005007000,2021,True,2017,0.0499,0.1578,0.1558,4201,1,554.2,0.1212
36005007000,2022,True,2017,0.0499,0.1578,0.1558,4201,1,554.2,0.1212
36005007000,2023,True,2017,0.0499,0.1578,0.1558,4201,1,554.2,0.1212
36005007100,2017,True,2017,0.0398,0.1487,0.0666,2562,1,475.8,0.0850
