station_id,station_name,borough,latitude,longitude,complex_id,gtfs_stop_id,daytime_routes,line,division,structure,ada_status,upgrade_year,upgrade_source,capital_program,project_id,contract_number,construction_start_date,construction_end_date,project_cost_millions,contractor,accessibility_features,notes
164,34 St-Penn Station,Manhattan,40.752287,-73.993391,164,A28,A C E,8th Av - Fulton St,IND,Subway,accessible,2023,MTA press release (January 2023),2020-2024 MTA Capital Program,,,,2023-01,,,"elevators,accessible street entrance",Four elevator replacements completed January 2023. New accessible entrance at 33rd St and 7th Ave.
166,14 St,Manhattan,40.740893,-74.00169,618,A31,A C E,8th Av - Fulton St,IND,Subway,accessible,2024,MTA press release: 14 St Station Complex Now Fully Accessible,2020-2024 MTA Capital Program,,,,2024-12,300,,elevators,"Part of 14 St Complex megaproject ($300M, including $247M federal funds). Nine new elevators total. Full complex accessibility completed Dec 2024."
167,W 4 St-Wash Sq,Manhattan,40.732338,-74.000495,167,A32,A C E,8th Av - Fulton St,IND,Subway,accessible,,MTA ADA station list,Key Station Program,,,,,,,elevators,ADA accessible. Major interchange serving A/B/C/D/E/F/M. Elevator on NE corner 3rd St and 6th Ave. Exact upgrade year unclear. [CONFIDENCE: LOW]
171,World Trade Center,Manhattan,40.712582,-74.009781,624,E01,E,8th Av - Fulton St,IND,Subway,accessible,,MTA ADA station list,Key Station Program,,,,,,,elevators,ADA accessible. WTC E train terminal. Exact year of ADA upgrade unclear. [CONFIDENCE: LOW]
172,Fulton St,Manhattan,40.710197,-74.007691,628,A38,A C,8th Av - Fulton St,IND,Subway,accessible,2014,"Fulton Center opening, MTA project completion, Wikipedia",MTA Capital Program,,,,2014-11,1400,,"elevators, escalators","Part of $1.4B Fulton Center project. 15 elevators and 10 escalators installed across complex connecting 5 stations serving 9 lines. Cost is for entire Fulton Center complex shared across station IDs 106, 172, 332, 412."
222,Roosevelt Island,Manhattan,40.759145,-73.95326,222,B06,M,63rd St,IND,Subway,accessible,1989,Wikipedia - 63rd Street lines,1982-1986 MTA Capital Program,,,,1989-10-29,,,"Elevators, accessible platforms","Built accessible from opening. Pre-dates ADA (1990) but designed with accessibility features. Part of the 63rd Street Line, known as 'tunnel to nowhere' 1989-2001."
223,Lexington Av/63 St,Manhattan,40.764629,-73.966113,223,B08,M Q,63rd St,IND,Subway,accessible,1989,Wikipedia - 63rd Street lines,1982-1986 MTA Capital Program,,,,1989-10-29,,,"Elevators, accessible platforms","Built accessible from opening. Pre-dates ADA (1990) but designed with accessibility features. Part of the 63rd Street Line, known as 'tunnel to nowhere' 1989-2001."
225,47-50 Sts-Rockefeller Ctr,Manhattan,40.758663,-73.981329,225,D15,B D F M,6th Av - Culver,IND,Subway,accessible,,MTA ADA station list,Key Station Program,,,,,,,elevators,ADA accessible. Midtown station at Rockefeller Center. Exact upgrade year unclear. [CONFIDENCE: LOW]
227,34 St-Herald Sq,Manhattan,40.749719,-73.987823,607,D17,B D F M,6th Av - Culver,IND,Subway,accessible,,MTA ADA station list,Key Station Program,,,,,,,elevators,ADA accessible. Same complex as ID 12 (N/Q/R/W). Herald Center elevator. Exact upgrade year unclear. [CONFIDENCE: LOW]
229,14 St,Manhattan,40.738228,-73.996209,601,D19,F M,6th Av - Culver,IND,Subway,accessible,2024,MTA press release,2020-2024 MTA Capital Program,,,,,,,elevators,Part of 14 St Complex megaproject. Three elevators connecting street to platform.
230,Broadway-Lafayette St,Manhattan,40.725297,-73.996204,619,D21,B D F M,6th Av - Culver,IND,Subway,accessible,2012,Wikipedia (Broadway-Lafayette/Bleecker St station),2005-2009 MTA Capital Program,,,,2012-09-25,50,,elevators,Same complex as Bleecker St (ID 408). Connected via elevators opened Sep 2012. Part of $50M renovation.
275,Lexington Av/53 St,Manhattan,40.757552,-73.969055,612,F11,E F,Queens Blvd,IND,Subway,accessible,,MTA ADA station list,Key Station Program,,,,,,,elevators,ADA accessible. E/M trains on Queens Blvd Line in Midtown. Exact upgrade year unclear. [CONFIDENCE: LOW]
299,Dyckman St,Manhattan,40.860531,-73.925536,299,109,1,Broadway - 7Av,IRT,Elevated,accessible,2023,"Governor Hochul press release, MTA announcement",2020-2024 MTA Capital Program,,,,2023-07,,,elevators,
310,96 St,Manhattan,40.793919,-73.972323,310,120,1 2 3,Broadway - 7Av,IRT,Subway,accessible,,MTA ADA station list,Key Station Program,,,,,,,elevators,ADA accessible. Upper West Side on Broadway-7th Ave Line. Exact upgrade year unclear. [CONFIDENCE: LOW]
313,72 St,Manhattan,40.778453,-73.98197,313,123,1 2 3,Broadway - 7Av,IRT,Subway,accessible,,MTA ADA station list,Key Station Program,,,,,,,elevators,ADA accessible. Upper West Side on Broadway-7th Ave Line. Exact upgrade year unclear. [CONFIDENCE: LOW]
314,66 St-Lincoln Center,Manhattan,40.77344,-73.982209,314,124,1,Broadway - 7Av,IRT,Subway,accessible,2025,"MTA press release, West Side Rag",2020-2024 MTA Capital Program,,,,2025,,,elevators,Two modernized elevators opened 2025. FTA funded.
315,59 St-Columbus Circle,Manhattan,40.768247,-73.981929,614,125,1,Broadway - 7Av,IRT,Subway,accessible,2012,"Wikipedia, Dattner Architects",2005-2009 MTA Capital Program,,,,,,,elevators,Same complex as ID 161. IRT platform accessible via shared elevators.
317,Times Sq-42 St,Manhattan,40.75529,-73.987495,611,127,1 2 3,Broadway - 7Av,IRT,Subway,accessible,2022,"MTA press release, Mass Transit Magazine",2020-2024 MTA Capital Program,,,,2022-05-16,,,elevators,Same complex as station ID 11. Accessibility via shared elevator infrastructure.
318,34 St-Penn Station,Manhattan,40.750373,-73.991057,318,128,1 2 3,Broadway - 7Av,IRT,Subway,accessible,2023,MTA press release (January 2023),2020-2024 MTA Capital Program,,,,2023-01,,,elevators,Same Penn Station complex as ID 164.
322,14 St,Manhattan,40.737826,-74.000201,601,132,1 2 3,Broadway - 7Av,IRT,Subway,accessible,2024,MTA press release: 14 St Station Complex Now Fully Accessible,2020-2024 MTA Capital Program,,,,2024-12,300,,elevators,"Same 14 St complex as IDs 166, 115, 116. Made accessible as part of 14 St megaproject Dec 2024."
327,Chambers St,Manhattan,40.715478,-74.009266,327,137,1 2 3,Broadway - 7Av,IRT,Subway,accessible,,MTA ADA station list,Key Station Program,,,,,,,elevators,ADA accessible. 1/2/3 trains on Broadway-7th Ave Line in Lower Manhattan. Exact upgrade year unclear. [CONFIDENCE: LOW]
328,WTC Cortlandt,Manhattan,40.711835,-74.012188,328,138,1,Broadway - 7Av,IRT,Subway,accessible,2018,MTA press release; CBS News; NPR,Federal funding + MTA Capital Program,,,,2018-09-08,,STV Inc. (engineering); Judlau Contracting (general contractor),"elevators, track-intrusion detection, fire alarms, Help Points, CCTV, countdown clocks, air conditioning, ADA-compliant entrances","Original Cortlandt Street station was destroyed on September 11, 2001. Rebuilt and reopened as WTC Cortlandt on September 8, 2018 with full ADA compliance. The rebuilt station features extensive modern safety and accessibility systems not present in the original 1918 station."
330,South Ferry,Manhattan,40.702068,-74.013664,635,142,1,Broadway - 7Av,IRT,Subway,accessible,2009,MTA; Federal 9/11 recovery funding records,Federal 9/11 recovery funding,,,,2009-03-16,530,,"2 elevators, 7 escalators, full ADA compliance","New station opened March 16, 2009, replacing the old 1905 loop station that could not accommodate full-length trains. Built ADA-accessible from day one with $530 million in federal 9/11 recovery funding. Severely damaged by Hurricane Sandy on October 29, 2012; rebuilt and reopened June 27, 2017. The 2009 date is used as the upgrade year since that is when the station first became accessible."
332,Fulton St,Manhattan,40.709416,-74.006571,628,229,2 3,Clark St,IRT,Subway,accessible,2014,"Fulton Center opening, MTA project completion, Wikipedia",MTA Capital Program,,,,2014-11,1400,,"elevators, escalators","Part of $1.4B Fulton Center project. 15 elevators and 10 escalators installed across complex connecting 5 stations serving 9 lines. Cost is for entire Fulton Center complex shared across station IDs 106, 172, 332, 412."
392,125 St,Manhattan,40.804138,-73.937594,392,621,4 5 6,Lexington Av,IRT,Subway,accessible,,MTA ADA station list,Key Station Program,,,,,,,elevators,ADA accessible. 4/5/6 trains on Lexington Ave Line in East Harlem. Exact upgrade year unclear. [CONFIDENCE: LOW]
399,68 St-Hunter College,Manhattan,40.768141,-73.96387,399,628,6,Lexington Av,IRT,Subway,accessible,2024,"MTA press release, East Side Feed, Elevator World",2020-2024 MTA Capital Program,,,,2024-12,177,,"elevators,new stairways,wayfinding signage","Ninth subway station made accessible in 2024. Completed ahead of schedule, $21M under budget. Completed the 100 Key Station program."
401,51 St,Manhattan,40.757107,-73.97192,612,630,6,Lexington Av,IRT,Subway,accessible,,MTA ADA station list,Key Station Program,,,,,,,elevators,ADA accessible. 6 train on Lexington Ave Line in Midtown East. Exact upgrade year unclear. [CONFIDENCE: LOW]
402,Grand Central-42 St,Manhattan,40.751776,-73.976848,610,631,4 5 6,Lexington Av,IRT,Subway,accessible,2020,"MTA press release, Wikipedia",2015-2019 MTA Capital Program,,,,,,,elevators,"Major upgrades including new elevators. Part of 2015-2019 capital program with work continuing into 2020. Completed on time, $46.5M under budget."
405,23 St-Baruch College,Manhattan,40.739864,-73.986599,405,634,6,Lexington Av,IRT,Subway,accessible,,MTA ADA station list,Key Station Program,,,,,,,elevators,ADA accessible. 6 train on Lexington Ave Line near Baruch College. Exact upgrade year unclear. [CONFIDENCE: LOW]
408,Bleecker St,Manhattan,40.725915,-73.994659,619,637,6,Lexington Av,IRT,Subway,accessible,2012,Wikipedia (Broadway-Lafayette/Bleecker St station),2005-2009 MTA Capital Program,,,,2012-09-25,50,,elevators,"Free transfer from uptown IRT to IND opened Sep 25, 2012 with elevators. Part of $50M renovation announced 2005."
410,Canal St,Manhattan,40.718803,-74.000193,623,639,6,Lexington Av,IRT,Subway,accessible,,MTA ADA station list,Key Station Program,,,,,,,elevators,ADA accessible. Major interchange serving multiple lines. Elevator on NE corner Canal St and Lafayette St. Exact upgrade year unclear. [CONFIDENCE: LOW]
411,Brooklyn Bridge-City Hall,Manhattan,40.713065,-74.004131,622,640,4 5 6,Lexington Av,IRT,Subway,accessible,2020,Wikipedia,,,,,2020-09-01,,,elevators,Elevator renovation completed Sep 2020. Original elevators installed 1992.
412,Fulton St,Manhattan,40.710368,-74.009509,628,418,4 5,Lexington Av,IRT,Subway,accessible,2014,"Fulton Center opening, MTA project completion, Wikipedia",MTA Capital Program,,,,2014-11,1400,,"elevators, escalators","Part of $1.4B Fulton Center project. 15 elevators and 10 escalators installed across complex connecting 5 stations serving 9 lines. Cost is for entire Fulton Center complex shared across station IDs 106, 172, 332, 412."
414,Bowling Green,Manhattan,40.704817,-74.014065,414,420,4 5,Lexington Av,IRT,Subway,accessible,2007,Wikipedia,,,,,2007-07-09,,,elevators,"Elevators opened to public July 9, 2007."
438,135 St,Manhattan,40.814229,-73.94077,438,224,2 3,Lenox - White Plains Rd,IRT,Subway,accessible,,MTA ADA station list,Key Station Program,,,,,,,elevators,ADA accessible. 2/3 trains on Lenox Line in Harlem. Elevators on SW and NE corners of 135th St and Lenox Ave. Exact upgrade year unclear. [CONFIDENCE: LOW]
465,Grand Central-42 St,Manhattan,40.751431,-73.976041,610,723,7,Flushing,IRT,Subway,accessible,2020,"MTA press release, Wikipedia",2015-2019 MTA Capital Program,,,,,,,elevators,Same complex as ID 402. 7 train platform accessible via shared elevators.
467,Times Sq-42 St,Manhattan,40.755477,-73.987691,611,725,7,Flushing,IRT,Subway,accessible,2022,"MTA press release, Mass Transit Magazine",2020-2024 MTA Capital Program,,,,2022-05-16,,,elevators,Same complex as IDs 11 and 317. 7 train platform accessible via complex elevators.
468,Times Sq-42 St,Manhattan,40.755983,-73.986229,611,902,S,Lexington - Shuttle,IRT,Subway,accessible,2022,"MTA press release, Mass Transit Magazine",2020-2024 MTA Capital Program,,,,2022-05-16,,,elevators,"42nd St Shuttle platform, same complex as IDs 11, 317, and 467."
469,Grand Central-42 St,Manhattan,40.752769,-73.979189,610,901,S,Lexington - Shuttle,IRT,Subway,accessible,2020,"MTA press release, Wikipedia",2015-2019 MTA Capital Program,,,,,,,elevators,"42nd St Shuttle platform, same complex as Grand Central 4/5/6 (ID 402)."
471,34 St-Hudson Yards,Manhattan,40.755882,-74.00191,471,726,7,Flushing,IRT,Subway,accessible,2015,MTA press release; Wikipedia (7 Subway Extension),2005-2009 / 2010-2014 MTA Capital Program,,,,2015-09-13,,,"elevators, escalators, full ADA compliance","New-construction station opened September 13, 2015 as the western terminus of the 7 Line Extension. Built ADA-accessible from day one. The $2.4 billion project cost covers the entire extension (including tunneling), not this station alone."
475,96 St,Manhattan,40.784318,-73.947152,475,Q05,Q,Second Av,IND,Subway,accessible,2017,MTA Second Avenue Subway Phase 1 project page,2010-2014 / 2015-2019 MTA Capital Program,,,,2017-01-01,,,"elevators, escalators, full ADA compliance","New-construction station opened January 1, 2017 as part of Second Avenue Subway Phase 1. Built ADA-accessible from day one. The $4.45 billion Phase 1 cost covers all three new stations (96 St, 86 St, 72 St) plus tunnel and infrastructure; station-specific cost not separately reported."
476,86 St,Manhattan,40.777891,-73.951787,476,Q04,Q,Second Av,IND,Subway,accessible,2017,MTA Second Avenue Subway Phase 1 project page,2010-2014 / 2015-2019 MTA Capital Program,,,,2017-01-01,,,"elevators, escalators, full ADA compliance","New-construction station opened January 1, 2017 as part of Second Avenue Subway Phase 1. Built ADA-accessible from day one. The $4.45 billion Phase 1 cost covers all three new stations (96 St, 86 St, 72 St) plus tunnel and infrastructure; station-specific cost not separately reported."
477,72 St,Manhattan,40.768799,-73.958424,477,Q03,Q,Second Av,IND,Subway,accessible,2017,MTA Second Avenue Subway Phase 1 project page,2010-2014 / 2015-2019 MTA Capital Program,,,,2017-01-01,,,"elevators, escalators, full ADA compliance","New-construction station opened January 1, 2017 as part of Second Avenue Subway Phase 1. Built ADA-accessible from day one. The $4.45 billion Phase 1 cost covers all three new stations (96 St, 86 St, 72 St) plus tunnel and infrastructure; station-specific cost not separately reported."
